Results_RT,MD5_hash_of_IP_address,Controller_name,Order_number_of_item,Inner_element_number,Label,Latin_Square_Group,PennElementType,PennElementName,Parameter,ParticipantAnswer,Eventtime,item,Complexity,Branching,Approach,Representation,Question,RT,Group,questionId,Comment,V2,consent,country,country_specified,education,gender,representation,representation_specified,study,Relation_Count,Answer,Experiment,education_specified,study_specified,Correct,Correct_forgiving,Model_variant,Reasoning
1749029809,9f8b66e1677df797e28c478b553a10ec,PennController,3,0,experiment,NULL,DropDown,answer,Selected,v,1749029805969.0,81,3,L,Extensional,Abstract,Christina's friend's enemy,1749029759491,13,0_L_ef0,4,9f8b66e1677df797e28c478b553a10ec,yes,other,United States of America,master,Male,english,,ai,3,v,exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,11,0,experiment,NULL,DropDown,answer,Selected,Christina,1749065807256.0,148,3,L,Extensional,English,Elizabeth's enemy's friend,1749065753798,22,0_L_fe4,2,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,3,Christina,exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,21,0,experiment,NULL,TextInput,answer,Final,parent(child(friend(bryan))),1749065844822.0,177,4,L,Intensional,English,Bryan's friend's child's parent,1749065808162,22,0_L_pcf3,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,4,parent(child(friend(bryan))),exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,19,0,experiment,NULL,DropDown,answer,Selected,Dana,1749065867147.0,162,4,L,Extensional,English,Christina's enemy's friend's child,1749065844842,22,0_L_cfe0,3,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,4,Dana,exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,22,0,experiment,NULL,TextInput,answer,Final,friend(enemy(enemy(felicia))),1749065898154.0,94,4,R,Intensional,English,the friend of the enemy of the enemy of Felicia,1749065873606,22,0_R_fee5,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,4,friend(enemy(enemy(felicia))),exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,13,0,experiment,NULL,TextInput,answer,Final,parent(enemy(amber)),1749065951760.0,131,3,L,Intensional,English,Amber's enemy's parent,1749065898156,22,0_L_pe1,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,3,parent(enemy(amber)),exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,10,0,experiment,NULL,TextInput,answer,Final,s(t(t)),1749065982087.0,43,3,R,Intensional,Abstract,the friend of the child of Bryan,1749065951762,22,0_R_fc3,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,3,s(t(t)),exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,6,0,experiment,NULL,TextInput,answer,Final,child(felicia),1749066031910.0,1,2,R,Intensional,English,the child of Felicia,1749065982089,22,0_R_c5,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,2,child(felicia),exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,7,0,experiment,NULL,DropDown,answer,Selected,y,1749066047302.0,131,3,L,Extensional,Abstract,Amber's enemy's parent,1749066031912,22,0_L_pe1,5,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,3,y,exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,17,0,experiment,NULL,TextInput,answer,Final,t(k(t(q)),1749066089423.0,200,4,L,Intensional,Abstract,Felicia's child's parent's child,1749066049616,22,0_L_cpc5,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,4,t(k(t(q))),exp1,,,False,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,4,0,experiment,NULL,TextInput,answer,Final,s(y),1749066107277.0,14,2,R,Intensional,Abstract,the friend of Christina,1749066089425,22,0_R_f0,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,2,s(y),exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,5,0,experiment,NULL,DropDown,answer,Selected,Dana,1749066123274.0,18,2,R,Extensional,English,the child of Felicia,1749066107279,22,0_R_c5,3,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,2,Dana,exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,18,0,experiment,NULL,TextInput,answer,Final,k(t(v(s)),1749066153296.0,72,4,R,Intensional,Abstract,the parent of the child of the enemy of Dana,1749066124070,22,0_R_pce2,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,4,k(t(w(s))),exp1,,,False,False,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,8,0,experiment,NULL,DropDown,answer,Selected,s,1749066157938.0,40,3,R,Extensional,Abstract,the child of the parent of Dana,1749066153299,22,0_R_cp2,2,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,3,s,exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,3,0,experiment,NULL,DropDown,answer,Selected,s,1749066175036.0,6,2,R,Extensional,Abstract,the child of Felicia,1749066170051,22,0_R_c5,2,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,2,s,exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,12,0,experiment,NULL,DropDown,answer,Selected,Bryan,1749066181656.0,25,3,R,Extensional,English,the enemy of the child of Christina,1749066176125,22,0_R_ec0,1,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,3,Amber,exp1,,,False,False,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,16,0,experiment,NULL,DropDown,answer,Selected,q,1749066213620.0,91,4,R,Extensional,Abstract,the friend of the child of the friend of Felicia,1749066182758,22,0_R_fcf5,1,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,4,y,exp1,,,False,False,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,15,0,experiment,NULL,DropDown,answer,Selected,v,1749066227274.0,186,4,L,Extensional,Abstract,Elizabeth's parent's friend's friend,1749066214312,22,0_L_ffp4,4,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,4,y,exp1,,,False,False,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,14,0,experiment,NULL,TextInput,answer,Final,enemy(child(felicia)),1749066264875.0,59,3,R,Intensional,English,the enemy of the child of Felicia,1749066228105,22,0_R_ec5,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,3,enemy(child(felicia)),exp1,,,True,True,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,9,0,experiment,NULL,TextInput,answer,Final,w(w)s,1749066343302.0,136,3,L,Intensional,Abstract,Dana's enemy's enemy,1749066264878,22,0_L_ee2,NULL,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,3,w(w(s)),exp1,,,False,False,human,False
1749066360,0d13e5891231a1133aad41612a94c6fb,PennController,20,0,experiment,NULL,DropDown,answer,Selected,Christina,1749066357778.0,80,4,R,Extensional,English,the parent of the enemy of the child of Bryan,1749066343305,22,0_R_pec3,2,0d13e5891231a1133aad41612a94c6fb,yes,other,US,other,Male,english,,ai,4,Christina,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,16,0,experiment,NULL,DropDown,answer,Selected,y,1749065743186.0,91,4,R,Extensional,Abstract,the friend of the child of the friend of Felicia,1749065661461,22,0_R_fcf5,5,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,4,y,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,20,0,experiment,NULL,DropDown,answer,Selected,Christina,1749065809371.0,80,4,R,Extensional,English,the parent of the enemy of the child of Bryan,1749065744427,22,0_R_pec3,2,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,4,Christina,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,5,0,experiment,NULL,DropDown,answer,Selected,Dana,1749065823290.0,18,2,R,Extensional,English,the child of Felicia,1749065810528,22,0_R_c5,3,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,2,Dana,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,3,0,experiment,NULL,DropDown,answer,Selected,s,1749065832913.0,6,2,R,Extensional,Abstract,the child of Felicia,1749065824326,22,0_R_c5,2,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,2,s,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,13,0,experiment,NULL,TextInput,answer,Final,parent((enemy(Amber))),1749065904348.0,131,3,L,Intensional,English,Amber's enemy's parent,1749065833999,22,0_L_pe1,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,3,parent(enemy(amber)),exp1,,,False,False,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,4,0,experiment,NULL,TextInput,answer,Final,s(y),1749065933927.0,14,2,R,Intensional,Abstract,the friend of Christina,1749065904351,22,0_R_f0,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,2,s(y),exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,11,0,experiment,NULL,DropDown,answer,Selected,Christina,1749065953037.0,148,3,L,Extensional,English,Elizabeth's enemy's friend,1749065933930,22,0_L_fe4,2,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,3,Christina,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,17,0,experiment,NULL,TextInput,answer,Final,t(k(t(q))),1749066128840.0,200,4,L,Intensional,Abstract,Felicia's child's parent's child,1749065953859,22,0_L_cpc5,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,4,t(k(t(q))),exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,12,0,experiment,NULL,DropDown,answer,Selected,Amber,1749066177218.0,25,3,R,Extensional,English,the enemy of the child of Christina,1749066128843,22,0_R_ec0,0,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,3,Amber,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,8,0,experiment,NULL,DropDown,answer,Selected,s,1749066216216.0,40,3,R,Extensional,Abstract,the child of the parent of Dana,1749066178044,22,0_R_cp2,2,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,3,s,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,7,0,experiment,NULL,DropDown,answer,Selected,y,1749066236850.0,131,3,L,Extensional,Abstract,Amber's enemy's parent,1749066220219,22,0_L_pe1,5,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,3,y,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,10,0,experiment,NULL,TextInput,answer,Final,s(t(t)),1749066260704.0,43,3,R,Intensional,Abstract,the friend of the child of Bryan,1749066237967,22,0_R_fc3,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,3,s(t(t)),exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,18,0,experiment,NULL,TextInput,answer,Final,k(t(w(s))),1749066291745.0,72,4,R,Intensional,Abstract,the parent of the child of the enemy of Dana,1749066260708,22,0_R_pce2,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,4,k(t(w(s))),exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,15,0,experiment,NULL,DropDown,answer,Selected,v,1749066332028.0,186,4,L,Extensional,Abstract,Elizabeth's parent's friend's friend,1749066291748,22,0_L_ffp4,4,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,4,y,exp1,,,False,False,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,9,0,experiment,NULL,TextInput,answer,Final,w(w(s)),1749066381710.0,136,3,L,Intensional,Abstract,Dana's enemy's enemy,1749066334168,22,0_L_ee2,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,3,w(w(s)),exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,19,0,experiment,NULL,DropDown,answer,Selected,Dana,1749066431560.0,162,4,L,Extensional,English,Christina's enemy's friend's child,1749066381712,22,0_L_cfe0,3,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,4,Dana,exp1,,,True,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,22,0,experiment,NULL,TextInput,answer,Final,friend(enemy(enemy(Felicia))),1749066456813.0,94,4,R,Intensional,English,the friend of the enemy of the enemy of Felicia,1749066432695,22,0_R_fee5,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,4,friend(enemy(enemy(felicia))),exp1,,,False,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,21,0,experiment,NULL,TextInput,answer,Final,parent(child(friend(Bryan))),1749066473893.0,177,4,L,Intensional,English,Bryan's friend's child's parent,1749066456816,22,0_L_pcf3,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,4,parent(child(friend(bryan))),exp1,,,False,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,14,0,experiment,NULL,TextInput,answer,Final,enemy(child(Felicia)),1749066484614.0,59,3,R,Intensional,English,the enemy of the child of Felicia,1749066473896,22,0_R_ec5,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,3,enemy(child(felicia)),exp1,,,False,True,human,False
1749066491,f28e5b735ecbaea0ab62bae993b90ae7,PennController,6,0,experiment,NULL,TextInput,answer,Final,child(Felicia),1749066490889.0,1,2,R,Intensional,English,the child of Felicia,1749066484617,22,0_R_c5,NULL,f28e5b735ecbaea0ab62bae993b90ae7,yes,other,USA,high_school,Male,english,,other,2,child(felicia),exp1,,,False,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,19,0,experiment,NULL,DropDown,answer,Selected,Dana,1749065756517.0,162,4,L,Extensional,English,Christina's enemy's friend's child,1749065683552,22,0_L_cfe0,3,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,4,Dana,exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,9,0,experiment,NULL,TextInput,answer,Final,w(w(s)),1749065823040.0,136,3,L,Intensional,Abstract,Dana's enemy's enemy,1749065761659,22,0_L_ee2,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,3,w(w(s)),exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,3,0,experiment,NULL,DropDown,answer,Selected,s,1749065858256.0,6,2,R,Extensional,Abstract,the child of Felicia,1749065823042,22,0_R_c5,2,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,2,s,exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,14,0,experiment,NULL,TextInput,answer,Final,enemy(child(felicia)),1749065917656.0,59,3,R,Intensional,English,the enemy of the child of Felicia,1749065861169,22,0_R_ec5,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,3,enemy(child(felicia)),exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,11,0,experiment,NULL,DropDown,answer,Selected,Christina,1749065953192.0,148,3,L,Extensional,English,Elizabeth's enemy's friend,1749065917658,22,0_L_fe4,2,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,3,Christina,exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,22,0,experiment,NULL,TextInput,answer,Final,(enemy(enemy(felicia))),1749066013023.0,94,4,R,Intensional,English,the friend of the enemy of the enemy of Felicia,1749065963841,22,0_R_fee5,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,4,friend(enemy(enemy(felicia))),exp1,,,False,False,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,20,0,experiment,NULL,DropDown,answer,Selected,Christina,1749066074416.0,80,4,R,Extensional,English,the parent of the enemy of the child of Bryan,1749066013025,22,0_R_pec3,2,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,4,Christina,exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,17,0,experiment,NULL,TextInput,answer,Final,t(k(t(q))),1749066127383.0,200,4,L,Intensional,Abstract,Felicia's child's parent's child,1749066075761,22,0_L_cpc5,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,4,t(k(t(q))),exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,8,0,experiment,NULL,DropDown,answer,Selected,s,1749066147199.0,40,3,R,Extensional,Abstract,the child of the parent of Dana,1749066127385,22,0_R_cp2,2,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,3,s,exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,18,0,experiment,NULL,TextInput,answer,Final,k(t(w(s))),1749066193775.0,72,4,R,Intensional,Abstract,the parent of the child of the enemy of Dana,1749066148705,22,0_R_pce2,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,4,k(t(w(s))),exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,16,0,experiment,NULL,DropDown,answer,Selected,y,1749066224888.0,91,4,R,Extensional,Abstract,the friend of the child of the friend of Felicia,1749066193777,22,0_R_fcf5,5,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,4,y,exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,21,0,experiment,NULL,TextInput,answer,Final,(child(friend(bryan))),1749066288895.0,177,4,L,Intensional,English,Bryan's friend's child's parent,1749066238801,22,0_L_pcf3,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,4,parent(child(friend(bryan))),exp1,,,False,False,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,10,0,experiment,NULL,TextInput,answer,Final,s(t(t)),1749066326199.0,43,3,R,Intensional,Abstract,the friend of the child of Bryan,1749066288896,22,0_R_fc3,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,3,s(t(t)),exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,4,0,experiment,NULL,TextInput,answer,Final,s(y),1749066351359.0,14,2,R,Intensional,Abstract,the friend of Christina,1749066326200,22,0_R_f0,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,2,s(y),exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,5,0,experiment,NULL,DropDown,answer,Selected,Dana,1749066367015.0,18,2,R,Extensional,English,the child of Felicia,1749066351361,22,0_R_c5,3,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,2,Dana,exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,7,0,experiment,NULL,DropDown,answer,Selected,v,1749066388271.0,131,3,L,Extensional,Abstract,Amber's enemy's parent,1749066368153,22,0_L_pe1,4,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,3,y,exp1,,,False,False,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,12,0,experiment,NULL,DropDown,answer,Selected,Bryan,1749066413215.0,25,3,R,Extensional,English,the enemy of the child of Christina,1749066396184,22,0_R_ec0,1,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,3,Amber,exp1,,,False,False,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,6,0,experiment,NULL,TextInput,answer,Final,child(felicia),1749066448278.0,1,2,R,Intensional,English,the child of Felicia,1749066416833,22,0_R_c5,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,2,child(felicia),exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,13,0,experiment,NULL,TextInput,answer,Final,parent(enemy(amber)),1749066486038.0,131,3,L,Intensional,English,Amber's enemy's parent,1749066448280,22,0_L_pe1,NULL,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,3,parent(enemy(amber)),exp1,,,True,True,human,False
1749066520,db923e2ad879535b4bb90a56cd5b548e,PennController,15,0,experiment,NULL,DropDown,answer,Selected,y,1749066502512.0,186,4,L,Extensional,Abstract,Elizabeth's parent's friend's friend,1749066486040,22,0_L_ffp4,5,db923e2ad879535b4bb90a56cd5b548e,yes,other,United States of America,bachelor,Non-binary,english,,other,4,y,exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,8,0,experiment,NULL,DropDown,answer,Selected,s,1749065976303.0,40,3,R,Extensional,Abstract,the child of the parent of Dana,1749065893335,22,0_R_cp2,2,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,3,s,exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,12,0,experiment,NULL,DropDown,answer,Selected,Amber,1749066035199.0,25,3,R,Extensional,English,the enemy of the child of Christina,1749066009775,22,0_R_ec0,0,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,3,Amber,exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,7,0,experiment,NULL,DropDown,answer,Selected,y,1749066061296.0,131,3,L,Extensional,Abstract,Amber's enemy's parent,1749066036228,22,0_L_pe1,5,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,3,y,exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,10,0,experiment,NULL,TextInput,answer,Final,s(t(t)),1749066146345.0,43,3,R,Intensional,Abstract,the friend of the child of Bryan,1749066065630,22,0_R_fc3,NULL,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,3,s(t(t)),exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,14,0,experiment,NULL,TextInput,answer,Final,enemy(child(felicia)),1749066188031.0,59,3,R,Intensional,English,the enemy of the child of Felicia,1749066146350,22,0_R_ec5,NULL,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,3,enemy(child(felicia)),exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,11,0,experiment,NULL,DropDown,answer,Selected,Christina,1749066206279.0,148,3,L,Extensional,English,Elizabeth's enemy's friend,1749066188033,22,0_L_fe4,2,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,3,Christina,exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,13,0,experiment,NULL,TextInput,answer,Final,parent(enemy(amber)),1749066233433.0,131,3,L,Intensional,English,Amber's enemy's parent,1749066207000,22,0_L_pe1,NULL,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,3,parent(enemy(amber)),exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,19,0,experiment,NULL,DropDown,answer,Selected,Dana,1749066251702.0,162,4,L,Extensional,English,Christina's enemy's friend's child,1749066233435,22,0_L_cfe0,3,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,4,Dana,exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,18,0,experiment,NULL,TextInput,answer,Final,k(t(w(s))),1749066276375.0,72,4,R,Intensional,Abstract,the parent of the child of the enemy of Dana,1749066252529,22,0_R_pce2,NULL,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,4,k(t(w(s))),exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,3,0,experiment,NULL,DropDown,answer,Selected,s,1749066300230.0,6,2,R,Extensional,Abstract,the child of Felicia,1749066276377,22,0_R_c5,2,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,2,s,exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,22,0,experiment,NULL,TextInput,answer,Final,friend(enemy(enemy(felicia))),1749066325887.0,94,4,R,Intensional,English,the friend of the enemy of the enemy of Felicia,1749066301064,22,0_R_fee5,NULL,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,4,friend(enemy(enemy(felicia))),exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,6,0,experiment,NULL,TextInput,answer,Final,child(felicia),1749066348335.0,1,2,R,Intensional,English,the child of Felicia,1749066325888,22,0_R_c5,NULL,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,2,child(felicia),exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,9,0,experiment,NULL,TextInput,answer,Final,w(w(s)),1749066373960.0,136,3,L,Intensional,Abstract,Dana's enemy's enemy,1749066348337,22,0_L_ee2,NULL,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,3,w(w(s)),exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,4,0,experiment,NULL,TextInput,answer,Final,s(y),1749066396175.0,14,2,R,Intensional,Abstract,the friend of Christina,1749066373961,22,0_R_f0,NULL,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,2,s(y),exp1,,,True,True,human,False
1749066532,6e95c0dceea8e2c6a310289e703d4bbd,PennController,15,0,experiment,NULL,DropDown,answer,Selected,h,1749066416295.0,186,4,L,Extensional,Abstract,Elizabeth's parent's friend's friend,1749066396177,22,0_L_ffp4,0,6e95c0dceea8e2c6a310289e703d4bbd,yes,other,America,bachelor,Male,english,,ai,4,y,exp1,,,False,False,human,False
